_id,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CAT_DESC,UNIT_TYPE,CATEGORY_CLASS,CAT_GRP,IN_SERV_DT,STATUS_DESC,CLASS2,HIGH_PRIORITY,OWNER_DIVISION,REF_DIVISION,SEASONAL,AVAILABILITY_YTD,unit_key_int,fleet_age,Utilization,specialized_units,REF_USING_DIV,owner_division_key,using_division_key
1738,076119,2024,DODGE,RAM 3500,5OC3FTUDZZ,PU-1T-CC CL3 4X4 10Y UNLEAD DUMP,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-03-31,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.976894041218638,76119,-1,,,,11,
1739,076120,2024,DODGE,RAM 3500,5OC3FTUDZZ,PU-1T-CC CL3 4X4 10Y UNLEAD DUMP,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-03-21,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8926204077060932,76120,-1,,,,11,
1740,076121,2024,DODGE,RAM 3500,5OC3FTUDZZ,PU-1T-CC CL3 4X4 10Y UNLEAD DUMP,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-03-31,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9992265905017921,76121,-1,,,,11,
1741,076123,2024,DODGE,RAM 3500,5OG3FTUDPZ,PU-1T-CC-LBDRW CL3 4X4 10Y UNLEAD DMPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2024-12-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,76123,-1,,,,16,
1742,076124,2024,DODGE,RAM 3500,5OG3FTUSPZ,PU-1T-CC-LBDRW CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-06-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.5564600134408602,76124,-1,,,,16,
1743,076125,2024,DODGE,RAM 3500,5OC3FTUOZZ,PU-1T-CC CL3 4X4 10Y UNLEAD PLG,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-03-06,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,76125,-1,,,,11,
1744,076128,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-03-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.2664746732026144,76128,-2,,,,21,
1745,076129,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,76129,-2,,,,21,
1746,076132,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-04-02,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,,76132,-2,,,,21,
1747,076133,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-12-11,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9465882616487455,76133,-2,,,,11,
1748,076134,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2025-12-11,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8961116711469534,76134,-2,,,,11,
1749,076135,2025,DODGE,RAM 3500,5OW3FTUSPZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD SPPL,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-03-27,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,76135,-2,,,,11,
1750,076137,2025,DODGE,RAM 3500,5OW3FTUDZZ,PU-1T-CC-LB CL3 4X4 10Y UNLEAD DUMP,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-03-25,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,1.0,76137,-2,,,,4,
1751,076138,2026,FORD,F350,5OW3FTUIOF,PU-1T-CC-LB CL3 4X4 10Y UNLEAD WNCPLGFLTK,MEDIUM DUTY,CLASS3,PICKU-1TON,2026-03-30,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,76138,-3,,,,20,
1752,077020,2015,FORD,F450,1UE5FTDWZZ,TRK-UTLTY-EC CL5 4X4 10Y DIESEL WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2015-03-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.7004329077060931,77020,8,,,,11,
1755,077023,2019,FORD,F350,5OT3TTDOZZ,PU-1T-UTLTY-EC CL3 4X2 10Y DIESEL PLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2019-05-27,Active Unit,FLEE,None,FACILITIES MGMT & REAL ESTATE,FACILITIES MGMT & REAL ESTATE,Non Seasonal,0.8744287634408603,77023,4,,,,5,
1756,077024,2019,FORD,F350,5OT3TTDOZZ,PU-1T-UTLTY-EC CL3 4X2 10Y DIESEL PLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2019-05-27,Active Unit,FLEE,None,FACILITIES MGMT & REAL ESTATE,FACILITIES MGMT & REAL ESTATE,Non Seasonal,0.9758417338709677,77024,4,,,,5,
1757,077025,2019,FORD,F450,1UE5FTUWZZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2019-11-29,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,77025,4,,,,11,
1758,077026,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-11-03,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8085931899641576,77026,1,,,,21,
1759,077027,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-10-03,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9640804211469534,77027,1,,,,21,
1760,077028,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-10-03,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9821477374551971,77028,1,,,,21,
1761,077029,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-05-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8152654569892474,77029,1,,,,21,
1762,077030,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-05-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9924193548387097,77030,1,,,,21,
1763,077031,2022,FORD,F350,5OT3TTUZZZ,PU-1T-UTLTY-EC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-05-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.643424059139785,77031,1,,,,21,
1764,077032,2022,FORD,F350,5OU3TTUZZZ,PU-1T-UTLTY-SC CL3 4X2 10Y UNLEAD,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-01-04,Active Unit,FLEE,None,FACILITIES MGMT & REAL ESTATE,FACILITIES MGMT & REAL ESTATE,Non Seasonal,0.7368581989247313,77032,1,,,,5,
1765,077033,2022,FORD,F350,5OU3FTDZZZ,PU-1T-UTLTY-SC CL3 4X4 10Y DIESEL,MEDIUM DUTY,CLASS3,PICKU-1TON,2022-01-04,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8115675403225807,77033,1,,,,11,
1766,077034,2024,FORD,F350,1UE3TTUEOZ,TRK-UTLTY-EC CL3 4X2 10Y UNLEAD TCPLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2025-07-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.967741935483871,77034,-1,,,,21,
1767,077035,2024,FORD,F350,1UE3TTUEOZ,TRK-UTLTY-EC CL3 4X2 10Y UNLEAD TCPLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2025-07-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9714891353046594,77035,-1,,,,21,
1768,077036,2024,FORD,F350,1UE3TTUEOZ,TRK-UTLTY-EC CL3 4X2 10Y UNLEAD TCPLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2025-07-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,77036,-1,,,,21,
1769,077037,2024,FORD,F350,1UE3TTUEOZ,TRK-UTLTY-EC CL3 4X2 10Y UNLEAD TCPLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2025-07-24,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9539947356630825,77037,-1,,,,21,
1770,077038,2024,FORD,F350,1UE3TTUEOZ,TRK-UTLTY-EC CL3 4X2 10Y UNLEAD TCPLG,MEDIUM DUTY,CLASS3,TRUCK- UTILI,2025-07-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9551702508960573,77038,-1,,,,21,
1771,078012,2017,FORD,F450,1UE5FTDWZZ,TRK-UTLTY-EC CL5 4X4 10Y DIESEL WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-04-03,Active Unit,FLEE,Y,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9636850358422938,78012,6,,,,16,
1772,078013,2017,FORD,F450,1UE5FTDWZZ,TRK-UTLTY-EC CL5 4X4 10Y DIESEL WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2018-01-04,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9469018817204301,78013,6,,,,11,
1773,078014,2017,FORD,F450,1UE5FTDWZZ,TRK-UTLTY-EC CL5 4X4 10Y DIESEL WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2018-01-04,Active Unit,FLEE,Y,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8926926523297491,78014,6,,,,11,
1774,079013,2008,FORD,F350,5OT3FTDZZZ,PU-1T-UTLTY-EC CL3 4X4 10Y DIESEL,MEDIUM DUTY,CLASS3,PICKU-1TON,2008-03-10,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9263054435483871,79013,15,,,,11,
1775,080057,2011,FORD,F450,1UC5TTDMWZ,TRK-UTLTY-CC CL5 4X2 10Y DIESEL CMWLD,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2011-06-20,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9529256272401434,80057,12,,,,21,
1776,080073,2012,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2012-07-04,REDEPLOYED Unit,FLEE,Y,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9653181003584229,80073,11,,,,20,
1777,080080,2014,FORD,F550,1US5TTDVQZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALVSBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2014-06-09,Replacement Program,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8177156137992831,80080,9,,,,20,
1778,080081,2014,FORD,F550,1US5TTDVQZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALVSBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2014-06-17,Replacement Program,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8387802419354838,80081,9,,,,20,
1779,080082,2014,FORD,F550,1US5TTDVQZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALVSBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2014-06-17,Replacement Program,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9155320340501792,80082,9,,,,20,
1780,080083,2014,FORD,F550,1US5TTDVQZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALVSBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2014-06-17,Replacement Program,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9261004704301075,80083,9,,,,20,
1781,080085,2014,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2015-03-26,Replacement Program,FLEE,Y,TORONTO WATER,TORONTO WATER,Non Seasonal,0.756667226702509,80085,9,,,,20,
1782,080086,2016,FORD,F550,1UC5FTDQZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL SBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-08-11,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.00654625896057352,80086,7,,,,11,
1783,080087,2016,FORD,F550,1UC5FTDQZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL SBC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-08-11,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.7154004256272402,80087,7,,,,11,
1784,080088,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9409223790322581,80088,7,,,,21,
1785,080089,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.828827844982079,80089,7,,,,21,
1786,080090,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9945855734767025,80090,7,,,,21,
1787,080091,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,80091,7,,,,21,
1788,080092,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9880807571684588,80092,7,,,,21,
1789,080093,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,80093,7,,,,21,
1790,080094,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-01,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.998664314516129,80094,7,,,,21,
1791,080095,2016,FORD,F450,1US5TTDMZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL CMPR,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2016-06-02,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9073174283154122,80095,7,,,,21,
1792,080096,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-01-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8719550851254481,80096,6,,,,20,
1793,080097,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-01-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9124456765232976,80097,6,,,,20,
1794,080098,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-01-18,Replacement Program,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8217349910394265,80098,6,,,,20,
1795,080099,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-08-24,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9718744399641577,80099,6,,,,20,
1796,080100,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-08-24,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9993475582437276,80100,6,,,,20,
1797,080101,2017,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2017-08-24,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8857224462365592,80101,6,,,,20,
1798,080102,2018,FORD,F550,1UC5FTDVZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2018-09-28,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9962298387096774,80102,5,,,,20,
1799,080103,2018,FORD,F550,1UC5FTDVZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2018-09-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9946807795698925,80103,5,,,,20,
1800,080104,2018,FORD,F550,1UC5FTDVZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2018-09-28,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8563765681003584,80104,5,,,,20,
1801,080105,2019,FORD,F550,1US5TTDZZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2019-07-11,Active Unit,FLEE,Y,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.940228494623656,80105,4,,,,16,
1802,080106,2019,FORD,F550,1UE5FTUWZZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD WLDMC,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2020-03-31,Active Unit,FLEE,None,FLEET SERVICES,FLEET SERVICES,Non Seasonal,0.9647166218637994,80106,4,,,,7,
1803,080107,2020,FORD,F550,1UC5FTDVZZ,TRK-UTLTY-CC CL5 4X4 10Y DIESEL VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2020-06-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.92921875,80107,3,,,,20,
1804,080108,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-11-02,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.777650649641577,80108,1,,,,20,
1805,080109,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-06-14,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8325604838709677,80109,1,,,,20,
1806,080110,2022,FORD,F550,1UE5FTUETV,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-06-21,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.97703125,80110,1,,,,20,
1807,080111,2022,FORD,F550,1UC5FTUEZZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-11-16,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8548387096774194,80111,1,,,,20,
1808,080112,2022,FORD,F550,1UC5FTUEZZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-08-24,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9047580645161291,80112,1,,,,20,
1809,080113,2022,FORD,F550,1UE5FTUEZZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-12-21,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8714286514336917,80113,1,,,,20,
1810,080114,2022,FORD,F550,1UE5FTUEZZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-12-21,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9341201836917563,80114,1,,,,20,
1811,080115,2022,FORD,F550,1UE5FTUEVZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-07-10,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.711676747311828,80115,1,,,,20,
1812,080116,2022,FORD,F550,1UE5FTUEVZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-06-07,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9085187051971326,80116,1,,,,20,
1813,080117,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-07-31,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9697115815412186,80117,1,,,,20,
1814,080118,2022,FORD,F550,1UC5FTUEZZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-12-09,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8848364695340502,80118,1,,,,20,
1815,080119,2022,FORD,F550,1UC5FTUEZZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2022-12-09,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.888178203405018,80119,1,,,,20,
1816,080120,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-07-20,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9838709677419355,80120,1,,,,20,
1817,080121,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-01-12,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9469158826164874,80121,1,,,,20,
1818,080122,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-04-03,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.7882269265232974,80122,1,,,,20,
1819,080123,2022,FORD,F550,1UC5FTUEVZ,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12BVALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-03-01,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,80123,1,,,,20,
1820,080124,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-03-08,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.6624602374551971,80124,1,,,,20,
1821,080125,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-03-14,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9629844310035842,80125,1,,,,20,
1822,080126,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-03-14,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.7352172939068101,80126,1,,,,20,
1823,080127,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-05-10,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.5027184139784946,80127,1,,,,20,
1824,080128,2022,FORD,F550,1UC5FTUETV,TRK-UTLTY-CC CL5 4X4 10Y UNLEAD TC12B2VALV,MEDIUM DUTY,CLASS5,TRUCK- UTILI,2023-04-03,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.5361043906810036,80128,1,,,,20,
